collecting_method,guid,othercatalognumbers,accn_number,scientific_name,collectors,preparators,country,state_prov,county,spec_locality,verbatim_date,parts,dec_lat,dec_long,coordinateuncertaintyinmeters,age,sex
,MVZ:Bird:180446,"collector number=77, LWH: Lindsay Wildlife Hospital=LWH 01-3221",13559,Accipiter cooperii,Monica J. Albe,,United States,California,Alameda County,"Central Ave., Alameda",18-Jun-01,"skin, study; syrinx; tissue",37.7702999,-122.2553349,3113,1st year molting into adult plumage,male
,MVZ:Bird:180447,"collector number=35, LWH: Lindsay Wildlife Hospital=LWH 01-4354",13559,Accipiter cooperii,Monica J. Albe,,United States,California,Alameda County,"558 Montori Ct, Pleasanton",25-Jul-01,"skin, study; syrinx; tissue",37.6428119,-121.8006924,73,immature plumage,female
,MVZ:Bird:180448,"collector number=2495, LWH: Lindsay Wildlife Hospital=LWH 01-5471",13559,Buteo lineatus elegans,Carla Cicero,,United States,California,Contra Costa County,"3086 Bowling Green Drive, Walnut Creek",20-Oct-01,"skin, study; syrinx; stomach content; tissue",37.9093924,-122.0027231,27,adult plumage,female
,MVZ:Bird:180449,"collector number=36, LWH: Lindsay Wildlife Hospital=LWH 01-4241",13559,Buteo lineatus elegans,Monica J. Albe,,United States,California,Contra Costa County,"7525 Interlocken Ave., San Ramon",19-Jul-01,"skin, study; syrinx; tissue",37.7274033,-121.9359408,19,juvenile plumage,female
,MVZ:Bird:180450,"collector number=2371, LWH: Lindsay Wildlife Hospital=LWH 01-5117",13559,Buteo lineatus elegans,Carla Cicero,,United States,California,San Mateo County,"San Bruno Ave. Just W of Hwy. 280, San Bruno",5-Sep-01,"skin, study; tissue",37.6210461,-122.428892,373,adult,female
,MVZ:Bird:180451,"collector number=37, LWH: Lindsay Wildlife Hospital=1-3461",13559,Buteo lineatus elegans,Monica J. Albe,,United States,California,Alameda County,"Foothill Drive and Longview Drive, Pleasanton",24-Jun-01,"skin, study; syrinx; tissue",37.6484828,-121.9035449,21,juvenile plumage,male
,MVZ:Bird:180452,"collector number=2363, LWH: Lindsay Wildlife Hospital=LWH 01-4973",13559,Falco mexicanus,Carla Cicero,,United States,California,Alameda County,"6033 Dagnino Rd., Livermore",26-Aug-01,"skin, study; tissue; tissue",37.7488162,-121.7459621,803,adult,female
,MVZ:Bird:180453,"collector number=2555, LWH: Lindsay Wildlife Hospital=LWH 01-5746",13559,Larus californicus californicus,Carla Cicero,,United States,California,Contra Costa County,"3300 block of Pacheco Blvd., Martinez",12-Dec-01,syrinx; tongue; skeleton; tissue,38.0124498,-122.1080544,145,adult,male
,MVZ:Bird:180454,"collector number=2496, LWH: Lindsay Wildlife Hospital=LWH  01-4699",13559,Uria aalge californica,Carla Cicero,,United States,California,Contra Costa County,"San Francisco Bay, Richmond",11-Aug-01,"skin, study; tissue",37.9256665,-122.4365712,4472,immature,unknown
,MVZ:Bird:180455,"collector number=2271, LWH: Lindsay Wildlife Hospital=LWH 01-611",13559,Patagioenas fasciata monilis,Carla Cicero,,United States,California,Contra Costa County,"27 Hartwood Court, Lafayette",1-Apr-01,"skin, study; tissue",37.8615758,-122.0881773,19,adult,female
,MVZ:Bird:180456,"collector number=2494, LWH: Lindsay Wildlife Hospital=LWH 01-1557",13559,Patagioenas fasciata monilis,Carla Cicero,,United States,California,Contra Costa County,"2108 Blackwood Drive, Walnut Creek",5-May-01,"skin, study; skeleton; tissue",37.8875624,-122.0450818,23,adult,male
,MVZ:Bird:180457,"collector number=2274, LWH: Lindsay Wildlife Hospital=LWH 01-2069",13559,Patagioenas fasciata monilis,Carla Cicero,,United States,California,Contra Costa County,"Near Andronico's Market, Danville",19-May-01,"skin, study; tissue",37.8196598,-121.998394,106,"adult, skull pneumatized except for 2 small skull windows",male
,MVZ:Bird:180458,"collector number=2391, LWH: Lindsay Wildlife Hospital=LWH 01-5764",13559,Megascops kennicottii bendirei,Carla Cicero,,United States,California,Contra Costa County,"35 Red Fern Lane, Alamo",15-Dec-01,"skin, study; tissue",37.8544901,-122.0238849,23,adult,female
,MVZ:Bird:180459,"collector number=2281, LWH: Lindsay Wildlife Hospital=LWH 01-3634",13559,Megascops kennicottii bendirei,Carla Cicero,,United States,California,Contra Costa County,"5 Buckeye Lane, Danville",29-Jun-01,"skin, study; tissue",37.8290798,-121.9849496,23,juvenile,female
,MVZ:Bird:180460,"collector number=2258, LWH: Lindsay Wildlife Hospital=LWH 01-1263",13559,Tyto alba pratincola,Carla Cicero,,United States,California,Contra Costa County,"2010 Alhambra Ave., Martinez",27-Apr-01,whole organism,38.0091733,-122.1301386,21,nestling,unknown
,MVZ:Bird:180461,"collector number=2, LWH: Lindsay Wildlife Hospital=LWH 01-3654",13559,Tyto alba pratincola,Kim Tsao,,United States,California,Contra Costa County,"4357 Camino Vaqueros, Brentwood",30-Jun-01,"skin, study; tissue; tissue sample",37.8605319,-121.6803917,39,adult,male
,MVZ:Bird:180462,"collector number=99, LWH: Lindsay Wildlife Hospital=LHW 01-1623",13559,Tyto alba pratincola,Meredith J. Mahoney,,United States,California,Contra Costa County,"Regency Drive and Marsh Creek, Clayton",7-May-01,"skin, study; stomach content; tissue; tissue sample",37.9271914,-121.9207243,32,adult,female
,MVZ:Bird:180463,"collector number=2497, LWH: Lindsay Wildlife Hospital=LWH 01-38",13559,Tyto alba pratincola,Carla Cicero,,United States,California,Contra Costa County,"876 Bronson Lane, Walnut Creek",15-Jan-01,"skin, study; syrinx; tissue; tissue sample",37.8918599,-122.0442805,19,adult,male
,MVZ:Bird:180464,"collector number=2277, LWH: Lindsay Wildlife Hospital=LWH 01-844",13559,Tyto alba pratincola,Carla Cicero,,United States,California,Contra Costa County,"89 Shaw Place, San Ramon",14-Apr-01,"skin, study; tissue; tissue sample",37.7422858,-121.9456865,24,adult,male
,MVZ:Bird:180465,"collector number=3, LWH: Lindsay Wildlife Hospital=LWH 01-27",13559,Tyto alba pratincola,Kristen Ruegg,,United States,California,Alameda County,"Creek next to Winter Court, Pleasanton",13-Jan-01,"skin, study; syrinx; tissue; tissue sample",37.6657133,-121.8795506,174,adult,female
,MVZ:Bird:180466,"collector number=140, LWH: Lindsay Wildlife Hospital=LWH 01-3704",13559,Bubo virginianus pacificus,Monica J. Albe,,United States,California,Solano County,"Benicia Industrial Park, Benicia",2-Jul-01,syrinx; skeleton; tissue,38.077359,-122.1185555,2095,adult,male
,MVZ:Bird:180467,"collector number=2500, LWH: Lindsay Wildlife Hospital=LWH 01-3534",13559,Bubo virginianus pacificus,Carla Cicero,,United States,California,Contra Costa County,"1330 Castle Rock Rd., Walnut Creek",27-Jun-01,"skin, study; syrinx; stomach content; tissue",37.8977491,-121.9979499,23,adult,male
,MVZ:Bird:180468,"collector number=105, LWH: Lindsay Wildlife Hospital=LWH 01-17",13559,Bubo virginianus pacificus,Monica J. Albe,,United States,California,Contra Costa County,"10 Diablo Oaks Way, Diablo",7-Jan-01,syrinx; skeleton; tissue,37.8242141,-121.9850696,19,adult,male
,MVZ:Bird:180469,"collector number=2693, LWH: Lindsay Wildlife Hospital=LWH 01-4576",13559,Bubo virginianus pacificus,Carla Cicero,,United States,California,Contra Costa County,"Morgan Territory Rd., Dublin",5-Aug-01,skeleton; tissue,37.8318496,-121.8053923,10316,,male
,MVZ:Bird:180470,"collector number=2256, LWH: Lindsay Wildlife Hospital=LWH 01-388",13559,Athene cunicularia hypugaea,Carla Cicero,,United States,California,Alameda County,"Southern Pacific Yard, City of Alameda",14-Mar-01,"skin, study; tissue",37.7795768,-122.2682032,600,adult,female
,MVZ:Bird:180471,"collector number=3555, LWH: Lindsay Wildlife Hospital=LWH 01-96",13559,Calypte anna,F. Gary Stiles,,United States,California,Solano County,"129 Land's End, Vallejo",25-Jan-01,"skin, study; tissue",38.0847026,-122.1965224,43,adult,3.60; male; left testis 2.5 x 2.3 mm; adult; stomach empty; no fat; emaciated
,MVZ:Bird:180472,"collector number=3580, LWH: Lindsay Wildlife Hospital=LWH 01-1107",13559,Calypte anna,F. Gary Stiles,,United States,California,Contra Costa County,"Meadow Home School Detroit Ave., Concord",23-Apr-01,"skin, study; tissue",37.96558,-122.0386107,24,adult,3.80; female; ovary not enlarged; follicles << 1 mm; adult; insect remains; trace of fat
,MVZ:Bird:180473,"collector number=3586, LWH: Lindsay Wildlife Hospital=LWH 01-1779",13559,Calypte anna,F. Gary Stiles,,United States,California,Contra Costa County,"1074 Tilley Circle, Concord",10-May-01,"skin, study; tissue",37.951563,-122.0051801,19,adult,4.10; female; ovary moderately enlarged; largest follicle 1 mm; adult; stomach empty; starting molt; no fat
,MVZ:Bird:180474,"collector number=4, LWH: Lindsay Wildlife Hospital=LWH 01-2950",13559,Calypte anna,Lauryn S. Benedict,,United States,California,Contra Costa County,"5203 Valmar Drive, Concord",10-Jun-01,"skin, study; stomach content; tissue",37.9482467,-121.9667313,27,adult,3.70; male; testis < 1 mm; adult; central tail feathers molting; some molt on body and head
,MVZ:Bird:180475,"collector number=60, LWH: Lindsay Wildlife Hospital=LWH 01-3663",13559,Calypte anna,Monica J. Albe,,United States,California,Contra Costa County,"1784 Sheron Drive, Concord",1-Jul-01,wing; skeleton; tissue,37.9822921,-121.9950888,19,immature,male
,MVZ:Bird:180476,"collector number=2406, LWH: Lindsay Wildlife Hospital=LWH 01-5500",13559,Calypte anna,Carla Cicero,,United States,California,Contra Costa County,"1751 Getoun Court, Concord",26-Oct-01,wing; skeleton; tissue,37.9411667,-122.0343011,19,adult,male
,MVZ:Bird:180477,"collector number=61, LWH: Lindsay Wildlife Hospital=LWH 01-3392",13559,Calypte anna,Monica J. Albe,,United States,California,Contra Costa County,"2976 Bonnie Lane, Pleasant Hill",22-Jun-01,syrinx; wing; skeleton; tissue,37.928976,-122.0793337,19,immature,male
,MVZ:Bird:180478,"collector number=2407, LWH: Lindsay Wildlife Hospital=LWH 01-5291",13559,Calypte anna,Carla Cicero,,United States,California,Alameda County,"845 Solano Ave., Albany",21-Oct-01,wing; skeleton; tissue,37.8895331,-122.3025688,52,immature,unknown
,MVZ:Bird:180479,"collector number=3587, LWH: Lindsay Wildlife Hospital=LWH 01-1068",13559,Calypte anna,F. Gary Stiles,,United States,California,San Francisco County,"Washington at Fillmore, San Francisco",21-Apr-01,"skin, study; tissue",37.7916,-122.43437,21,just fledged,3.40; gonads not found; just fledged; stomach empty; light fat; unknown
,MVZ:Bird:180480,"collector number=117, LWH: Lindsay Wildlife Hospital=LWH 01-5294",13559,Calypte anna,Monica J. Albe,,United States,California,Alameda County,"755 Mandana Blvd., Oakland",21-Sep-01,skin; tissue,37.8107986,-122.233617,47,adult,3.80; male; left testis 0.5 mm diameter; adult; stomach empty; no fat; no molt
,MVZ:Bird:180481,"collector number=3563, LWH: Lindsay Wildlife Hospital=LWH 01-23",13559,Calypte anna,F. Gary Stiles,,United States,California,Contra Costa County,"305 Corte Gabriel, Moraga",10-Jan-01,"skin, study; tissue",37.8370044,-122.1213721,19,adult,4.10; male; left testis 2.8 x 2.6 mm; adult; a few insect remains in stomach; no fat
,MVZ:Bird:180482,"collector number=3559, LWH: Lindsay Wildlife Hospital=LWH 01-79",13559,Calypte anna,F. Gary Stiles,,United States,California,Contra Costa County,"3131 Stone Valley Rd., Danville",22-Jan-01,"skin, study; tissue",37.8447525,-121.9813766,27,adult,4.00; female; ovary enlarged; largest follical 1.2 mm diameter; adult; stomach remains of 1 spider and about 5 flies; very light fat
,MVZ:Bird:180483,"collector number=3558, LWH: Lindsay Wildlife Hospital=lWH 01-36",13559,Calypte anna,F. Gary Stiles,,United States,California,Alameda County,"2512 Calhoun Street, Alameda",15-Jan-01,skeleton; tissue,37.7571881,-122.2440679,87,adult,male
,MVZ:Bird:180484,"collector number=3581, LWH: Lindsay Wildlife Hospital=LWH 01-879",13559,Calypte anna,F. Gary Stiles,,United States,California,Contra Costa County,"1050 Vista Monte Drive, San Ramon",15-Apr-01,"skin, study; tissue",37.7331706,-121.9168062,23,juvenile,3.30; female; ovary filmy; juvenile; stomach and crop empty; no fat
,MVZ:Bird:180485,"collector number=84, LWH: Lindsay Wildlife Hospital=LWH 01-4273",13559,Calypte anna ?,Monica J. Albe,,United States,California,,East Bay Area (of the San Francisco Bay Area),20-Jul-01,syrinx; skeleton; feather; tissue,37.7965632,-121.8697755,32,immature,male
,MVZ:Bird:180486,"collector number=3582, LWH: Lindsay Wildlife Hospital=LWH 01-1669",13559,Selasphorus calliope,F. Gary Stiles,,United States,California,Contra Costa County,"Lime Ridge Open Space, Walnut Creek",8-May-01,"skin, study; tissue; tissue sample",37.937535,-122.000433,3719,adult,male
,MVZ:Bird:180487,"collector number=3584, LWH: Lindsay Wildlife Hospital=LWH 01-1322",13559,Selasphorus sasin sasin,F. Gary Stiles,,United States,California,Contra Costa County,"3437 Chestnut Ave., Concord",30-Apr-01,"skin, study; tissue; tissue sample; tissue sample; tissue sample",37.971819,-122.0123042,26,juvenile,unknown
,MVZ:Bird:180488,"collector number=3583, LWH: Lindsay Wildlife Hospital=LWH 01-445",13559,Selasphorus sasin sasin,F. Gary Stiles,,United States,California,Contra Costa County,"2895 Fountainhead Drive, San Ramon",19-Mar-01,"skin, study; tissue; tissue sample",37.7692871,-121.9873845,50,adult,male
,MVZ:Bird:180489,"collector number=2392, LWH: Lindsay Wildlife Hospital=LWH 01-4641",13559,Melanerpes formicivorus bairdi,Carla Cicero,,United States,California,Contra Costa County,"542 Clipper Hill Rd., Danville",8-Aug-01,skeleton; tissue; tissue sample,37.8234123,-122.0203743,40,adult,female
,MVZ:Bird:180490,"collector number=2267, LWH: Lindsay Wildlife Hospital=LWH 01-2043",13559,Dryobates nuttallii,Carla Cicero,,United States,California,Contra Costa County,"2339 Paloma Court, Pinole",18-May-01,"skin, study; tissue; tissue sample",37.9930456,-122.2823843,23,juvenile skull,male
,MVZ:Bird:180491,"collector number=2266, LWH: Lindsay Wildlife Hospital=LWH 01-2319",13559,Dryobates nuttallii,Carla Cicero,,United States,California,Contra Costa County,"49 Hanson Lane, Walnut Creek",25-May-01,"skin, study; tissue; tissue sample",37.8962019,-122.0377417,27,juvenile skull,36.80; male; testis 1.5 x 1 mm; juvenile skull; no molt; no fat
,MVZ:Bird:180492,"collector number=2269, LWH: Lindsay Wildlife Hospital=LWH 01-2320",13559,Dryobates nuttallii,Carla Cicero,,United States,California,Contra Costa County,"1082 Springfield Drive, Walnut Creek",25-May-01,"skin, study; tissue; tissue sample",37.9086767,-122.021961,21,juvenile skull,unknown
,MVZ:Bird:180493,"collector number=2429, LWH: Lindsay Wildlife Hospital=LwH 01-5685",13559,Colaptes auratus collaris,Carla Cicero,,United States,California,Contra Costa County,"362 Chestnut Street Aptartment A, Lafayette",2-Dec-01,skeleton; tissue,37.8892546,-122.1228575,19,adult,female
,MVZ:Bird:180494,"collector number=2275, LWH: Lindsay Wildlife Hospital=LWH 01-1595",13559,Tyrannus verticalis,Carla Cicero,,United States,California,Alameda County,"243 Suffolk Drive, San Leandro",6-May-01,skeleton; tissue,37.7357397,-122.1661875,127,adult skull,male
,MVZ:Bird:180495,"collector number=2298, LWH: Lindsay Wildlife Hospital=LWH 01-5196",13559,Vireo gilvus swainsoni,Carla Cicero,,United States,California,Contra Costa County,"Cardinale Trail, Clayton",12-Sep-01,"skin, study; tissue",,,,skull unossified,female
,MVZ:Bird:180496,"collector number=2367, LWH: Lindsay Wildlife Hospital=LWH 01-5259",13559,Vireo gilvus swainsoni,Carla Cicero,,United States,California,Alameda County,"6009 Colby Street, Oakland",17-Sep-01,skeleton; tissue,37.8470514,-122.2554321,62,juvenile skull,male
,MVZ:Bird:180497,"collector number=2268, LWH: Lindsay Wildlife Hospital=LWH 01-1809",13559,Aphelocoma californica californica,Carla Cicero,,United States,California,Contra Costa County,"Haven Street, Martinez",11-May-01,"skin, study; tissue; tissue sample",38.0127479,-122.1325264,418,adult skull,male
,MVZ:Bird:180498,"collector number=2273, LWH: Lindsay Wildlife Hospital=LWH 01-1900",13559,Aphelocoma californica californica,Carla Cicero,,United States,California,Alameda County,"7283 Dover Lane, Dublin",10-May-01,"skin, study; tissue; tissue sample; tissue sample",37.7130574,-121.9246658,104,juvenile,male
,MVZ:Bird:180499,"collector number=75, LWH: Lindsay Wildlife Hospital=LWH 01-2547",13559,Corvus brachyrhynchos hesperis,Monica J. Albe,,United States,California,Sacramento County,"9296 Los Torrece Drive, Elk Grove",30-May-01,"skin, study; syrinx; tissue",38.4206545,-121.3796097,23,skull unossified-pre-fledge,male
,MVZ:Bird:180500,"collector number=24, LWH: Lindsay Wildlife Hospital=LWH 01-35",13559,Corvus brachyrhynchos hesperis,Monica J. Albe,,United States,California,Solano County,"2700 Maxwell Way, Fairfield",15-Jan-01,"skin, study; syrinx; tissue",38.2308508,-122.0803985,26,adult skull and tail,female
,MVZ:Bird:180501,"collector number=2493, LWH: Lindsay Wildlife Hospital=LWH 01-2337",13559,Corvus brachyrhynchos hesperis,Carla Cicero,,United States,California,Contra Costa County,"2217 Santa Maria Drive, Pittsburg",25-May-01,skeleton; tissue,38.0139172,-121.9330597,27,nestling,unknown
,MVZ:Bird:180502,"collector number=2284, LWH: Lindsay Wildlife Hospital=LWH 01-1769",13559,Corvus brachyrhynchos hesperis,Carla Cicero,,United States,California,Contra Costa County,"Lone Tree Way, Antioch",10-May-01,"skin, study; tissue",37.9619145,-121.7549575,6004,nestling,male
,MVZ:Bird:180503,"collector number=2294, LWH: Lindsay Wildlife Hospital=LWH 01-2904",13559,Corvus brachyrhynchos hesperis,Carla Cicero,,United States,California,Contra Costa County,"2 Madrid Place, Antioch",8-Jun-01,skeleton; tissue,37.9969057,-121.8377188,51,medium skull windows,male
,MVZ:Bird:180504,"collector number=2276, LWH: Lindsay Wildlife Hospital=LWH 01-623",13559,Corvus brachyrhynchos hesperis,Carla Cicero,,United States,California,Contra Costa County,"2405 Ranchito Drive, Concord",31-Mar-01,"skin, study; tissue",38.0020835,-122.0276946,24,adult skull,female
,MVZ:Bird:180505,"collector number=25, LWH: Lindsay Wildlife Hospital=LWH 01-1516",13559,Corvus brachyrhynchos hesperis,Monica J. Albe,,United States,California,Contra Costa County,"Mangini Farm on Pleasant Hill Rd., Pleasant Hill",4-May-01,"skin, study; syrinx; tissue",37.9529543,-122.0841734,212,adult skull and tail,male
,MVZ:Bird:180506,"collector number=1, LWH: Lindsay Wildlife Hospital=LWH 01-2129",13559,Corvus brachyrhynchos hesperis,Ore Carmi,,United States,California,Contra Costa County,"N Main Street (on sidewalk), Walnut Creek",21-May-01,"skin, study; syrinx; tissue",37.9022855,-122.0623466,811,"skull unossified, fledgeling",male
,MVZ:Bird:180507,"collector number=2295, LWH: Lindsay Wildlife Hospital=LWH 01-2146",13559,Corvus brachyrhynchos hesperis,Carla Cicero,,United States,California,Contra Costa County,"Mitchell Drive and Shadelands, Walnut Creek",21-May-01,"skin, study; skeleton; tissue",37.9291266,-122.0221902,415,adult skull,female
,MVZ:Bird:180508,"collector number=72, LWH: Lindsay Wildlife Hospital=LWH 01-211",13559,Corvus brachyrhynchos hesperis,Monica J. Albe,,United States,California,Contra Costa County,"5150 Edgeview Drive, Byron",21-May-01,"skin, study; syrinx; tissue",37.8993879,-121.6008828,14,large skull windows,male
,MVZ:Bird:180509,"collector number=107, LWH: Lindsay Wildlife Hospital=LWH 01-1268",13559,Corvus brachyrhynchos hesperis,Monica J. Albe,,United States,California,Contra Costa County,"Meadow Lark, Danville",28-Apr-01,tongue; skeleton; tissue,37.8026943,-121.9821527,119,adult,male
,MVZ:Bird:180510,"collector number=1, LWH: Lindsay Wildlife Hospital=LWH 01-1896",13559,Corvus brachyrhynchos hesperis,Kristen Ruegg,,United States,California,Contra Costa County,"Sycamore Valley Rd. and San Ramon Valley Blvd., Danville",14-May-01,"skin, study; syrinx; tissue",37.811978,-121.995493,35,,male
,MVZ:Bird:180511,"collector number=2286, LWH: Lindsay Wildlife Hospital=LWH-2059",13559,Corvus brachyrhynchos hesperis,Carla Cicero,,United States,California,Contra Costa County,"102 Entrada Mesa Rd., Danville",19-May-01,"skin, study; tissue",37.8202028,-122.0013425,19,juvenile,female
,MVZ:Bird:180512,"collector number=2485, LWH: Lindsay Wildlife Hospital=LWH 01-2593",13559,Corvus brachyrhynchos hesperis,Carla Cicero,,United States,California,Alameda County,"Park by E 21st and E 22nd streets, Oakland",2-Jun-01,skeleton; tissue,37.7917653,-122.2327059,18,fledgeling,male
,MVZ:Bird:180513,"collector number=2283, LWH: Lindsay Wildlife Hospital=LWH 01-1641",13559,Corvus brachyrhynchos hesperis,Carla Cicero,,United States,California,Contra Costa County,"200 Bishop Drive, San Ramon",6-May-01,"skin, study; tissue",37.7654955,-121.9660149,842,nestling,female
,MVZ:Bird:180514,"collector number=2490, LWH: Lindsay Wildlife Hospital=LWH 01-1611",13559,Corvus brachyrhynchos hesperis,Carla Cicero,,United States,California,Alameda County,"Landing Parkway at Fremont Blvd., Fremont",6-May-01,"skin, study; syrinx; tissue",37.488213,-121.946936,21,nestling,unknown
,MVZ:Bird:180515,"collector number=2278, LWH: Lindsay Wildlife Hospital=LWH 01-3486",13559,Stelgidopteryx serripennis serripennis,Carla Cicero,,United States,California,Alameda County,"Mills College, Oakland",25-Jun-01,"skin, study; tissue",37.780587,-122.1822459,623,juvenile skull,male
,MVZ:Bird:180516,"collector number=2282, LWH: Lindsay Wildlife Hospital=LWH 01-1264",13559,Hirundo rustica erythrogaster,Carla Cicero,,United States,California,San Joaquin County,"790 Dao Reis Rd., Lathrop",26-Apr-01,skeleton; tissue,37.8299761,-121.2988228,114,adult skull,female
,MVZ:Bird:180517,"collector number=92, LWH: Lindsay Wildlife Hospital=LWH 01-1253",13559,Baeolophus inornatus inornatus,Monica J. Albe,,United States,California,Contra Costa County,"1991 Hoover Ave., Pleasant Hill",27-Apr-01,syrinx; skeleton; tissue,37.9295908,-122.074586,21,adult skull,male
,MVZ:Bird:180518,"collector number=86, LWH: Lindsay Wildlife Hospital=LWH 01-1509",13559,Baeolophus inornatus inornatus,Monica J. Albe,,United States,California,Contra Costa County,"2959 Hillsdale Drive, Pleasant Hill",4-May-01,skeleton; tissue,37.9285568,-122.0822069,19,adult skull,female
,MVZ:Bird:180519,"collector number=83, LWH: Lindsay Wildlife Hospital=LWH 01-1862",13559,Baeolophus inornatus inornatus,Monica J. Albe,,United States,California,Contra Costa County,"Intersection of Gregory Lane and Cleaveland, Pleasant Hill",13-May-01,skeleton; tissue,37.9480317,-122.0642298,31,skull unossified,unknown
,MVZ:Bird:180520,"collector number=85, LWH: Lindsay Wildlife Hospital=LWH 01-5484",13559,Psaltriparus minimus minimus,Monica J. Albe,,United States,California,Alameda County,"University of California campus, Berkeley",22-Oct-01,syrinx; stomach content; skeleton; tissue,37.872044,-122.259266,741,adult skull,unknown
,MVZ:Bird:180521,"collector number=2369, LWH: Lindsay Wildlife Hospital=LWH 01-5541",13559,Bombycilla cedrorum,Carla Cicero,,United States,California,Alameda County,"1139 Addison Street, Berkeley",4-Nov-01,"skin, study; tissue",37.8684475,-122.2891511,62,juvenile skull,male
,MVZ:Bird:180522,"collector number=2386, LWH: Lindsay Wildlife Hospital=LWH 01-5760",13559,Bombycilla cedrorum,Carla Cicero,,United States,California,Contra Costa County,"206 Monte Carlo Way, Danville",16-Dec-01,"skin, study; tissue",37.8017999,-121.9292567,31,adult skull,female
,MVZ:Bird:180523,"collector number=2366, LWH: Lindsay Wildlife Hospital=LWH 01-4099",13559,Leiothlypis celata lutescens,Carla Cicero,,United States,California,Contra Costa County,"Clayton Valley Shopping Center, Clayton",14-Jul-01,skeleton; tissue; tissue sample,37.9504577,-121.9569283,187,juvenile skull,unknown
,MVZ:Bird:180524,"collector number=2361, LWH: Lindsay Wildlife Hospital=LWH 01-5239",13559,Setophaga petechia ssp.,Carla Cicero,,United States,California,Contra Costa County,"3483 Golden Gate Way, Lafayette",15-Dec-01,"skin, study; tissue",37.8917558,-122.1150968,45,large skull windows,female
,MVZ:Bird:180525,"collector number=2263, LWH: Lindsay Wildlife Hospital=LWH 01-235",13559,Setophaga coronata auduboni,Carla Cicero,,United States,California,Contra Costa County,"58 Blackwood Court, Walnut Creek",24-Feb-01,"skin, study; tissue; tissue sample",37.8846455,-122.0404942,19,adult skull,male
,MVZ:Bird:180526,"collector number=2272, LWH: Lindsay Wildlife Hospital=LWH 01-1057",13559,Geothlypis trichas sinuosa,Carla Cicero,,United States,California,Contra Costa County,"72 Kings Row, Concord",21-Apr-01,"skin, study; tissue",37.9595465,-122.0271253,27,adult skull,female
,MVZ:Bird:180527,"collector number=2297, LWH: Lindsay Wildlife Hospital=LWH 01-5195",13559,Geothlypis trichas sinuosa,Carla Cicero,,United States,California,Contra Costa County,"2675 Pleasant Hill Rd., Pleasant Hill",12-Sep-01,skeleton; tissue; tissue sample,37.9559833,-122.0895597,16,skull unossified,male
,MVZ:Bird:180528,"collector number=2440, LWH: Lindsay Wildlife Hospital=LWH 01-5247",13559,Cardellina pusilla chryseola,Carla Cicero,,United States,California,Alameda County,"555 Grizzly Blvd., Berkeley",15-Sep-01,"skin, study; tissue",37.901922,-122.267112,39,skull unossified,male
,MVZ:Bird:180529,"collector number=2254, LWH: Lindsay Wildlife Hospital=LWH 01-820",13559,Pipilo maculatus falcifer,Carla Cicero,,United States,California,Contra Costa County,"2008 Norse Rd., Walnut Creek",13-Apr-01,"skin, study; tissue",37.9672305,-122.0769703,18,juvenile (pre-fledge),female
,MVZ:Bird:180530,"collector number=2255, LWH: Lindsay Wildlife Hospital=LWH 01-220",13559,Pipilo maculatus falcifer,Carla Cicero,,United States,California,Contra Costa County,"465 Miner Rd., Orinda",21-Feb-01,"skin, study; tissue",37.90321,-122.18963,23,adult skull,female
,MVZ:Bird:180531,"collector number=2280, LWH: Lindsay Wildlife Hospital=LWH 01-2948",13559,Pipilo maculatus falcifer,Carla Cicero,,United States,California,Contra Costa County,"28 Oakridge Lane, Danville",10-Jun-01,"skin, study; tissue",37.8216735,-121.9224189,24,juvenile,unknown
,MVZ:Bird:180532,"collector number=2279, LWH: Lindsay Wildlife Hospital=LWH 01-3177",13559,Melospiza melodia pusillula,Carla Cicero,,United States,California,Alameda County,"6243 Melville Drive, Piedmont",16-Jun-01,"skin, study; tissue",37.8203274,-122.1880328,84,nestling,unknown
,MVZ:Bird:180533,"collector number=2264, LWH: Lindsay Wildlife Hospital=LWH 01-745",13559,Agelaius phoeniceus mailliardorum,Carla Cicero,,United States,California,Contra Costa County,"30 Thelma Drive, Pittsburg",8-Apr-01,"skin, study; tissue",38.0239295,-121.9614016,31,adult skull,male
,MVZ:Bird:180534,"collector number=2390, LWH: Lindsay Wildlife Hospital=LWh 01-5765",13559,Spinus pinus pinus,Carla Cicero,,United States,California,Contra Costa County,"1069 Larch Ave., Moraga",18-Dec-01,"skin, study; tissue",37.8270847,-122.1247019,29,adult skull,female
,MVZ:Bird:180535,"collector number=2389, LWH: Lindsay Wildlife Hospital=LWH 01-5772",13559,Spinus tristis salicamans,Carla Cicero,,United States,California,Contra Costa County,"1908 Countrywood Court, Walnut Creek",20-Dec-01,"skin, study; tissue; tissue sample",37.9310448,-122.045013,19,medium skull windows,unknown
,MVZ:Bird:180536,collector number=2685,13876,Dryobates villosus harrisi,Carla Cicero,,United States,California,Mendocino County,"junction of Rd. 500 and Rd. 520, Jackson Demonstration State Forest",10-Nov-03,"skin, study; tissue",39.35739,-123.75047,30,adult,female
,MVZ:Bird:180537,collector number=2678,13876,Cyanocitta stelleri frontalis,Carla Cicero,,United States,California,Mendocino County,"junction of Rd. 500 and Rd. 520, Jackson Demonstration State Forest",10-Nov-03,"skin, study; tissue; tissue sample",39.35693,-123.77566,30,"adult skull, 1st year tail?",male
