"","guid","accn_number","spec_locality","scientific_name","genus","species","other","dec_lat","dec_long","coll_method","genus_species"
"260","MVZ:Bird:180231","13791","Paul L. Wattis Sanctuary, ca. 8.5 mi NNE town of Colusa","Molothrus ater obscurus","Molothrus","ater","obscurus",39.3279,-121.9727,"active","Molothrus ater"
"261","MVZ:Bird:180232","13791","Paul L. Wattis Sanctuary, ca. 8.5 mi NNE town of Colusa","Molothrus ater obscurus","Molothrus","ater","obscurus",39.3214,-121.9872,"active","Molothrus ater"
"262","MVZ:Bird:180233","13791","Paul L. Wattis Sanctuary, ca. 8.5 mi NNE town of Colusa","Molothrus ater obscurus","Molothrus","ater","obscurus",39.3214,-121.9872,"active","Molothrus ater"
"263","MVZ:Bird:180234","13791","Paul L. Wattis Sanctuary, ca. 8.5 mi NNE town of Colusa","Molothrus ater obscurus","Molothrus","ater","obscurus",39.3178,-121.9731,"active","Molothrus ater"
"264","MVZ:Bird:180235","13791","Paul L. Wattis Sanctuary, ca. 8.5 mi NNE town of Colusa","Molothrus ater obscurus","Molothrus","ater","obscurus",39.3279,-121.9727,"active","Molothrus ater"
"265","MVZ:Bird:180236","13791","Paul L. Wattis Sanctuary, ca. 8.5 mi NNE town of Colusa","Molothrus ater obscurus","Molothrus","ater","obscurus",39.3214,-121.9872,"active","Molothrus ater"
"266","MVZ:Bird:180237","13791","Paul L. Wattis Sanctuary, ca. 8.5 mi NNE town of Colusa","Molothrus ater obscurus","Molothrus","ater","obscurus",39.3178,-121.9731,"active","Molothrus ater"
"267","MVZ:Bird:180238","13791","Paul L. Wattis Sanctuary, ca. 8.5 mi NNE town of Colusa","Molothrus ater obscurus","Molothrus","ater","obscurus",39.3178,-121.9731,"active","Molothrus ater"
"268","MVZ:Bird:180239","13791","Paul L. Wattis Sanctuary, ca. 8.5 mi NNE town of Colusa","Molothrus ater obscurus","Molothrus","ater","obscurus",39.3279,-121.9727,"active","Molothrus ater"
"269","MVZ:Bird:180240","13794","S of Dinkey Creek Rd., 1 mi S and 3 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08979,-119.26345,"active","Cyanocitta stelleri"
"270","MVZ:Bird:180241","13794","S of Dinkey Creek Rd., 1 mi S and 3 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08979,-119.26345,"active","Cyanocitta stelleri"
"271","MVZ:Bird:180242","13794","S of Dinkey Creek Rd., 1 mi S and 3 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08979,-119.26345,"active","Cyanocitta stelleri"
"272","MVZ:Bird:180243","13794","S of Dinkey Creek Rd., 1 mi S and 3 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08979,-119.26345,"active","Cyanocitta stelleri"
"273","MVZ:Bird:180244","13794","S of Dinkey Creek Rd., 1 mi S and 3 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08979,-119.26345,"active","Cyanocitta stelleri"
"274","MVZ:Bird:180245","13794","S of Dinkey Creek Rd., 1 mi S and 3 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08979,-119.26345,"active","Cyanocitta stelleri"
"275","MVZ:Bird:180246","13794","S of Dinkey Creek Rd., 1 mi S and 3 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08979,-119.26345,"active","Cyanocitta stelleri"
"276","MVZ:Bird:180247","13794","S of Dinkey Creek Rd., 1 mi S and 3 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08979,-119.26345,"active","Cyanocitta stelleri"
"277","MVZ:Bird:180248","13794","S of Dinkey Creek Rd., 1 mi S and 3 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08979,-119.26345,"active","Cyanocitta stelleri"
"278","MVZ:Bird:180249","13794","S of Dinkey Creek Rd., 1 mi S and 3 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08979,-119.26345,"active","Cyanocitta stelleri"
"279","MVZ:Bird:180250","13794","S of Dinkey Creek Rd., 1.5 mi S and 6 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08254,-119.20914,"active","Cyanocitta stelleri"
"280","MVZ:Bird:180251","13794","S of Dinkey Creek Rd., 1.5 mi S and 6 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08254,-119.20914,"active","Cyanocitta stelleri"
"281","MVZ:Bird:180252","13794","S of Dinkey Creek Rd., 1.5 mi S and 6 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08254,-119.20914,"active","Cyanocitta stelleri"
"282","MVZ:Bird:180253","13794","S of Dinkey Creek Rd., 1.5 mi S and 6 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08254,-119.20914,"active","Cyanocitta stelleri"
"283","MVZ:Bird:180254","13794","S of Dinkey Creek Rd., 1.5 mi S and 6 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.08254,-119.20914,"active","Cyanocitta stelleri"
"284","MVZ:Bird:180255","13794","N of Dinkey Creek Rd., 2 mi S and 8 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.07529,-119.17293,"active","Cyanocitta stelleri"
"285","MVZ:Bird:180256","13794","N of Dinkey Creek Rd., 2 mi S and 8 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.07529,-119.17293,"active","Cyanocitta stelleri"
"286","MVZ:Bird:180257","13794","N of Dinkey Creek Rd., 2 mi S and 8 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.07529,-119.17293,"active","Cyanocitta stelleri"
"287","MVZ:Bird:180258","13794","N of Dinkey Creek Rd., 2 mi S and 8 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.07529,-119.17293,"active","Cyanocitta stelleri"
"288","MVZ:Bird:180259","13794","N of Dinkey Creek Rd., 2 mi S and 8 mi E town of Shaver Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.07529,-119.17293,"active","Cyanocitta stelleri"
"289","MVZ:Bird:180292","13795","1 mi S and 1.5 mi W Tennant","Cyanocitta stelleri ssp.","Cyanocitta","stelleri","ssp.",41.57066,-121.93937,"active","Cyanocitta stelleri"
"290","MVZ:Bird:180293","13796","USFWS Rd. 1S04, 1.5 mi N and 0.25 mi W Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.833,-119.95029,"salvage","Cyanocitta stelleri"
"291","MVZ:Bird:180294","13796","USFWS Rd. 1S04, 1.5 mi N and 0.25 mi W Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.833,-119.95029,"salvage","Cyanocitta stelleri"
"292","MVZ:Bird:180295","13796","USFWS Rd. 1S04, 1.5 mi N and 0.25 mi W Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.833,-119.95029,"salvage","Cyanocitta stelleri"
"293","MVZ:Bird:180296","13796","USFWS Rd. 1S04, 1.5 mi N and 0.25 mi W Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.833,-119.95029,"salvage","Cyanocitta stelleri"
"294","MVZ:Bird:180297","13796","USFWS Rd. 1S04, 1.5 mi N and 0.25 mi W Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.833,-119.95029,"salvage","Cyanocitta stelleri"
"295","MVZ:Bird:180298","13796","USFWS Rd. 1S04, 1.5 mi N and 0.25 mi W Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.833,-119.95029,"salvage","Cyanocitta stelleri"
"296","MVZ:Bird:180299","13796","USFWS Rd. 1S04, 1.5 mi N and 0.25 mi W Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.833,-119.95029,"salvage","Cyanocitta stelleri"
"297","MVZ:Bird:180300","13796","USFWS Rd. 1S13, 0.25 mi S and 1.5 mi W Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.80763,-119.97313,"salvage","Cyanocitta stelleri"
"298","MVZ:Bird:180301","13796","Big Creek, 2.25 mi S and 2.5 mi E Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.77863,-119.90003,"salvage","Cyanocitta stelleri"
"299","MVZ:Bird:180302","13796","Big Creek, 2.25 mi S and 2.5 mi E Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.77863,-119.90003,"salvage","Cyanocitta stelleri"
"300","MVZ:Bird:180303","13796","Big Creek, 2.25 mi S and 2.5 mi E Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.77863,-119.90003,"salvage","Cyanocitta stelleri"
"301","MVZ:Bird:180304","13796","Big Creek, 2.25 mi S and 3.25 mi E Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.77863,-119.88632,"salvage","Cyanocitta stelleri"
"302","MVZ:Bird:180305","13796","Big Creek, 2.25 mi S and 3.25 mi E Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.77863,-119.88632,"salvage","Cyanocitta stelleri"
"303","MVZ:Bird:180306","13796","Big Creek, 2.25 mi S and 3.25 mi E Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.77863,-119.88632,"salvage","Cyanocitta stelleri"
"304","MVZ:Bird:180307","13796","Big Creek, 2.25 mi S and 3.25 mi E Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.77863,-119.88632,"salvage","Cyanocitta stelleri"
"305","MVZ:Bird:180308","13796","Big Creek, 2.25 mi S and 3.25 mi E Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.77863,-119.88632,"salvage","Cyanocitta stelleri"
"306","MVZ:Bird:180309","13796","Big Creek, 2.25 mi S and 3.25 mi E Harden Flat (near Hwy. 120)","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.77863,-119.88632,"salvage","Cyanocitta stelleri"
"307","MVZ:Bird:180310","13797","Obsidian Dome, 1 mi S and 3 mi E town of June Lake","Dryobates albolarvatus albolarvatus","Dryobates","albolarvatus","albolarvatus",37.75827,-119.01894,"active","Dryobates albolarvatus"
"308","MVZ:Bird:180311","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Dryobates albolarvatus albolarvatus","Dryobates","albolarvatus","albolarvatus",37.72183,-119.01223,"active","Dryobates albolarvatus"
"309","MVZ:Bird:180312","13797","Obsidian Dome, 1 mi S and 3 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.75827,-119.01894,"active","Cyanocitta stelleri"
"310","MVZ:Bird:180313","13797","Obsidian Dome, 1 mi S and 3 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.75827,-119.01894,"active","Cyanocitta stelleri"
"311","MVZ:Bird:180314","13797","Obsidian Dome, 1 mi S and 3 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.75827,-119.01894,"active","Cyanocitta stelleri"
"312","MVZ:Bird:180315","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"313","MVZ:Bird:180316","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"314","MVZ:Bird:180317","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"315","MVZ:Bird:180318","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"316","MVZ:Bird:180319","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"317","MVZ:Bird:180320","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"318","MVZ:Bird:180321","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"319","MVZ:Bird:180322","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"320","MVZ:Bird:180323","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"321","MVZ:Bird:180324","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"322","MVZ:Bird:180325","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"323","MVZ:Bird:180326","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"324","MVZ:Bird:180327","13797","Deadman Creek, 4 mi S and 3.5 mi E town of June Lake","Cyanocitta stelleri frontalis","Cyanocitta","stelleri","frontalis",37.72183,-119.01223,"active","Cyanocitta stelleri"
"325","MVZ:Bird:180357","13492","near south door of Valley Life Sciences Building, University of California campus, Berkeley","Junco hyemalis pinosus (Oreganus Group)","Junco","hyemalis","pinosus",37.87127,-122.26609,"salvage","Junco hyemalis"
"326","MVZ:Bird:180358","13807","Corner of First Street and Daggett, San Jose","Sayornis nigricans semiater","Sayornis","nigricans","semiater",37.39315,-121.9319,"salvage","Sayornis nigricans"
"327","MVZ:Bird:180359","13807","Corner of First Street and Daggett, San Jose","Sayornis nigricans semiater","Sayornis","nigricans","semiater",37.39315,-121.9319,"salvage","Sayornis nigricans"
"328","MVZ:Bird:180360","13808","W side of Dwinelle Hall, Univ. Calif. campus, Berkeley","Bombycilla cedrorum","Bombycilla","cedrorum",NA,37.87072,-122.25996,"salvage","Bombycilla cedrorum"
"329","MVZ:Bird:180361","13810","2619 Etna Street, Berkeley","Empidonax difficilis difficilis","Empidonax","difficilis","difficilis",37.8636476,-122.2513811,"salvage","Empidonax difficilis"
"330","MVZ:Bird:180362","13811","in vicinity of breezeway between Birge and LeConte Halls, University of California campus, Berkeley","Catharus ustulatus ustulatus","Catharus","ustulatus","ustulatus",37.8725493,-122.2561207,"salvage","Catharus ustulatus"
"331","MVZ:Bird:180363","13812","641 Parkside Court, Kensington","Catharus guttatus nanus","Catharus","guttatus","nanus",37.90634,-122.26797,"salvage","Catharus guttatus"
"333","MVZ:Bird:180397","13827","1 block W of courthouse in downtown Quincy","Coccothraustes vespertinus brooksi","Coccothraustes","vespertinus","brooksi",39.93724,-120.94708,"salvage","Coccothraustes vespertinus"
"334","MVZ:Bird:180398","13827","2 mi W Yuba Pass on Hwy. 49","Coccothraustes vespertinus brooksi","Coccothraustes","vespertinus","brooksi",39.61991,-120.52103,"salvage","Coccothraustes vespertinus"
"335","MVZ:Bird:180399","13853","bluff between Fort Cronkite and Tennessee Valley, Marin Headlands","Melospiza melodia ssp.","Melospiza","melodia","ssp.",37.83471,-122.54832,"salvage","Melospiza melodia"
"336","MVZ:Bird:180401","13855","3Com Park [=Candlestick Park], San Francisco","Bubo virginianus saturatus","Bubo","virginianus","saturatus",37.7136,-122.38501,"salvage","Bubo virginianus"
"337","MVZ:Bird:180402","13856","Long Field, Hastings Natural History Reservation","Melozone crissalis crissalis","Melozone","crissalis","crissalis",36.3738712,-121.5491575,"salvage","Melozone crissalis"
"338","MVZ:Bird:180403","13857","Junction of Hall Drive and Donald Drive, Orinda","Callipepla californica brunnescens","Callipepla","californica","brunnescens",37.86391,-122.15199,"salvage","Callipepla californica"
"339","MVZ:Bird:180404","13858","Hwy. 108 ca. 70 mi W of junction with unknown paved road, ca. 2 km SE Donnell Lake","Aegolius acadicus acadicus","Aegolius","acadicus","acadicus",38.3197,-119.9263,"salvage","Aegolius acadicus"
"340","MVZ:Bird:180405","13859","1338 Shattuck Ave., Berkeley","Calypte anna","Calypte","anna",NA,37.88276,-122.26874,"salvage","Calypte anna"
"341","MVZ:Bird:180406","13863","SE corner of the junction of Cottonwood Rd. and Hwy. 99","Tyto alba pratincola","Tyto","alba","pratincola",39.55233,-121.68752,"salvage","Tyto alba"
"342","MVZ:Bird:180407","13864","1904 Ascot Drive, Moraga","Spinus psaltria hesperophilus","Spinus","psaltria","hesperophilus",37.85991667,-122.1344667,"salvage","Spinus psaltria"
"343","MVZ:Bird:180408","13865","ca. 0.8 mi E by odometer of Hwy. 1 S on Purisima Creek Rd.","Aphelocoma californica californica","Aphelocoma","californica","californica",37.40695,-122.40591,"salvage","Aphelocoma californica"
"344","MVZ:Bird:180409","13817","Crane Flat Campground, Yosemite National Park","Melospiza lincolnii alticola","Melospiza","lincolnii","alticola",37.74597,-119.7993,"salvage","Melospiza lincolnii"
"345","MVZ:Bird:180410","13861","Stadium Rim Way between Centennial Rd. and Galey Rd., University of California campus, Berkeley","Melanerpes formicivorus bairdi","Melanerpes","formicivorus","bairdi",37.87248,-122.25047,"salvage","Melanerpes formicivorus"
"346","MVZ:Bird:180411","13781","Hastings Natural History Reservation","Callipepla californica californica","Callipepla","californica","californica",36.37851365,-121.5568207,"salvage","Callipepla californica"
"347","MVZ:Bird:180413","13781","Hastings Natural History Reservation","Melanerpes formicivorus bairdi","Melanerpes","formicivorus","bairdi",36.37851365,-121.5568207,"salvage","Melanerpes formicivorus"
"348","MVZ:Bird:180414","13781","Hastings Natural History Reservation","Melanerpes formicivorus bairdi","Melanerpes","formicivorus","bairdi",36.37851365,-121.5568207,"salvage","Melanerpes formicivorus"
"349","MVZ:Bird:180415","13781","Finch Creek, near entrance to Hastings Natural History Reservation","Chamaea fasciata fasciata","Chamaea","fasciata","fasciata",36.37911,-121.56434,"active","Chamaea fasciata"
"350","MVZ:Bird:180416","13781","Robertson Creek, Hastings Natural History Reservation","Chamaea fasciata fasciata","Chamaea","fasciata","fasciata",36.3781,-121.56235,"active","Chamaea fasciata"
"351","MVZ:Bird:180417","13781","Finch Creek, near entrance to Hastings Natural History Reservation","Pipilo maculatus ssp.","Pipilo","maculatus","ssp.",36.37911,-121.56434,"active","Pipilo maculatus"
"352","MVZ:Bird:180418","13781","Finch Creek, near entrance to Hastings Natural History Reservation","Passerella iliaca ssp.","Passerella","iliaca","ssp.",36.37911,-121.56434,"active","Passerella iliaca"
"353","MVZ:Bird:180419","13781","Finch Creek, near entrance to Hastings Natural History Reservation","Zonotrichia atricapilla","Zonotrichia","atricapilla",NA,36.37911,-121.56434,"active","Zonotrichia atricapilla"
"354","MVZ:Bird:180420","13781","Finch Creek, near entrance to Hastings Natural History Reservation","Zonotrichia atricapilla","Zonotrichia","atricapilla",NA,36.37911,-121.56434,"active","Zonotrichia atricapilla"
"355","MVZ:Bird:180421","13781","Finch Creek, near entrance to Hastings Natural History Reservation","Zonotrichia atricapilla","Zonotrichia","atricapilla",NA,36.37911,-121.56434,"active","Zonotrichia atricapilla"
"356","MVZ:Bird:180422","13781","Finch Creek, near entrance to Hastings Natural History Reservation","Zonotrichia atricapilla","Zonotrichia","atricapilla",NA,36.37911,-121.56434,"active","Zonotrichia atricapilla"
"357","MVZ:Bird:180423","13781","Lower Barn, Hastings Natural History Reservation","Junco hyemalis (Oreganus Group)","Junco","hyemalis","(Oreganus",36.386101,-121.552,"active","Junco hyemalis"
"358","MVZ:Bird:180424","13781","Finch Creek, near entrance to Hastings Natural History Reservation","Junco hyemalis (Oreganus Group)","Junco","hyemalis","(Oreganus",36.37911,-121.56434,"active","Junco hyemalis"
"359","MVZ:Bird:180425","13781","junction of Carmel Valley Rd. and Tassajara Rd., Carmel Valley","Icterus bullockii","Icterus","bullockii",NA,36.40156,-121.58078,"salvage","Icterus bullockii"
"360","MVZ:Bird:180432","13559","Corner of Liberty and Stockton streets, El Cerrito","Hydrobates furcatus plumbeus","Hydrobates","furcatus","plumbeus",37.9089652,-122.3024029,"salvage","Hydrobates furcatus"
"361","MVZ:Bird:180433","13559","100 Walnut Blvd., Brentwood","Pelecanus occidentalis californicus","Pelecanus","occidentalis","californicus",37.8679276,-121.6974177,"salvage","Pelecanus occidentalis"
"363","MVZ:Bird:180435","13559","1346 Corona Place, Walnut Creek","Elanus leucurus majusculus","Elanus","leucurus","majusculus",37.9222566,-122.0842359,"salvage","Elanus leucurus"
"364","MVZ:Bird:180436","13559","Berkeley Marina at I-80, Berkeley","Elanus leucurus majusculus","Elanus","leucurus","majusculus",37.863715,-122.314008,"salvage","Elanus leucurus"
"365","MVZ:Bird:180437","13559","405 San Roberto Place, San Ramon","Elanus leucurus majusculus","Elanus","leucurus","majusculus",37.7565548,-121.9416116,"salvage","Elanus leucurus"
"366","MVZ:Bird:180438","13559","4030 Tilden Lane, Lafayette","Accipiter striatus velox","Accipiter","striatus","velox",37.8941726,-122.1520451,"salvage","Accipiter striatus"
"367","MVZ:Bird:180439","13559","1179 Montichello Rd., Lafayette","Accipiter striatus velox","Accipiter","striatus","velox",37.9019529,-122.1220023,"salvage","Accipiter striatus"
"368","MVZ:Bird:180440","13559","30 Echo Lane, Piedmont","Accipiter striatus velox","Accipiter","striatus","velox",37.8304545,-122.2261376,"salvage","Accipiter striatus"
"369","MVZ:Bird:180441","13559","1320 Oregon Drive, Concord","Accipiter cooperii","Accipiter","cooperii",NA,37.9455504,-121.9613712,"salvage","Accipiter cooperii"
"371","MVZ:Bird:180443","13559","baseball field across from Pleasant Hill Middle School between Santa Barbara Drive and Hawthorne Drive, Pleasant Hill","Accipiter cooperii","Accipiter","cooperii",NA,37.9369046,-122.069382,"salvage","Accipiter cooperii"
"372","MVZ:Bird:180444","13559","Kirker Pass and Clayton Rd., Clayton","Accipiter cooperii","Accipiter","cooperii",NA,37.952054,-121.956351,"salvage","Accipiter cooperii"
"373","MVZ:Bird:180445","13559","two doors W of 364 Cordell Drive, Danville","Accipiter cooperii","Accipiter","cooperii",NA,37.8279366,-122.0180006,"salvage","Accipiter cooperii"
"374","MVZ:Bird:180446","13559","Central Ave., Alameda","Accipiter cooperii","Accipiter","cooperii",NA,37.7702999,-122.2553349,"salvage","Accipiter cooperii"
"375","MVZ:Bird:180447","13559","558 Montori Ct, Pleasanton","Accipiter cooperii","Accipiter","cooperii",NA,37.6428119,-121.8006924,"salvage","Accipiter cooperii"
"376","MVZ:Bird:180448","13559","3086 Bowling Green Drive, Walnut Creek","Buteo lineatus elegans","Buteo","lineatus","elegans",37.9093924,-122.0027231,"salvage","Buteo lineatus"
"377","MVZ:Bird:180449","13559","7525 Interlocken Ave., San Ramon","Buteo lineatus elegans","Buteo","lineatus","elegans",37.7274033,-121.9359408,"salvage","Buteo lineatus"
"378","MVZ:Bird:180450","13559","San Bruno Ave. Just W of Hwy. 280, San Bruno","Buteo lineatus elegans","Buteo","lineatus","elegans",37.6210461,-122.428892,"salvage","Buteo lineatus"
"379","MVZ:Bird:180451","13559","Foothill Drive and Longview Drive, Pleasanton","Buteo lineatus elegans","Buteo","lineatus","elegans",37.6484828,-121.9035449,"salvage","Buteo lineatus"
"380","MVZ:Bird:180452","13559","6033 Dagnino Rd., Livermore","Falco mexicanus","Falco","mexicanus",NA,37.7488162,-121.7459621,"salvage","Falco mexicanus"
"381","MVZ:Bird:180453","13559","3300 block of Pacheco Blvd., Martinez","Larus californicus californicus","Larus","californicus","californicus",38.0124498,-122.1080544,"salvage","Larus californicus"
"382","MVZ:Bird:180454","13559","San Francisco Bay, Richmond","Uria aalge californica","Uria","aalge","californica",37.9256665,-122.4365712,"salvage","Uria aalge"
"383","MVZ:Bird:180455","13559","27 Hartwood Court, Lafayette","Patagioenas fasciata monilis","Patagioenas","fasciata","monilis",37.8615758,-122.0881773,"salvage","Patagioenas fasciata"
"384","MVZ:Bird:180456","13559","2108 Blackwood Drive, Walnut Creek","Patagioenas fasciata monilis","Patagioenas","fasciata","monilis",37.8875624,-122.0450818,"salvage","Patagioenas fasciata"
"385","MVZ:Bird:180457","13559","Near Andronico's Market, Danville","Patagioenas fasciata monilis","Patagioenas","fasciata","monilis",37.8196598,-121.998394,"salvage","Patagioenas fasciata"
"386","MVZ:Bird:180458","13559","35 Red Fern Lane, Alamo","Megascops kennicottii bendirei","Megascops","kennicottii","bendirei",37.8544901,-122.0238849,"salvage","Megascops kennicottii"
"387","MVZ:Bird:180459","13559","5 Buckeye Lane, Danville","Megascops kennicottii bendirei","Megascops","kennicottii","bendirei",37.8290798,-121.9849496,"salvage","Megascops kennicottii"
"388","MVZ:Bird:180460","13559","2010 Alhambra Ave., Martinez","Tyto alba pratincola","Tyto","alba","pratincola",38.0091733,-122.1301386,"salvage","Tyto alba"
"389","MVZ:Bird:180461","13559","4357 Camino Vaqueros, Brentwood","Tyto alba pratincola","Tyto","alba","pratincola",37.8605319,-121.6803917,"salvage","Tyto alba"
"390","MVZ:Bird:180462","13559","Regency Drive and Marsh Creek, Clayton","Tyto alba pratincola","Tyto","alba","pratincola",37.9271914,-121.9207243,"salvage","Tyto alba"
"391","MVZ:Bird:180463","13559","876 Bronson Lane, Walnut Creek","Tyto alba pratincola","Tyto","alba","pratincola",37.8918599,-122.0442805,"salvage","Tyto alba"
"392","MVZ:Bird:180464","13559","89 Shaw Place, San Ramon","Tyto alba pratincola","Tyto","alba","pratincola",37.7422858,-121.9456865,"salvage","Tyto alba"
"393","MVZ:Bird:180465","13559","Creek next to Winter Court, Pleasanton","Tyto alba pratincola","Tyto","alba","pratincola",37.6657133,-121.8795506,"salvage","Tyto alba"
"394","MVZ:Bird:180466","13559","Benicia Industrial Park, Benicia","Bubo virginianus pacificus","Bubo","virginianus","pacificus",38.077359,-122.1185555,"salvage","Bubo virginianus"
"395","MVZ:Bird:180467","13559","1330 Castle Rock Rd., Walnut Creek","Bubo virginianus pacificus","Bubo","virginianus","pacificus",37.8977491,-121.9979499,"salvage","Bubo virginianus"
"396","MVZ:Bird:180468","13559","10 Diablo Oaks Way, Diablo","Bubo virginianus pacificus","Bubo","virginianus","pacificus",37.8242141,-121.9850696,"salvage","Bubo virginianus"
