"","guid","accn_number","verbatim_date","spec_locality","count"
"262","MVZ:Bird:180638","13904","19-Mar-04","junction of Little Panoche Rd. and Panoche Rd.",1
"263","MVZ:Bird:180639","13909","21-Feb-04","Cerrito Vista Park, El Cerrito",1
"264","MVZ:Bird:180640","13909","21-Feb-04","Cerrito Vista Park, El Cerrito",1
"265","MVZ:Bird:180646","13915","9-Mar-04","Telegraph Ave., Berkeley",1
"266","MVZ:Bird:180650","13924","11-Feb-04","off Rd. J16, 4.5 mi E of downtown Snelling",1
"267","MVZ:Bird:180651","13925","31-Jan-04","Junction of Moraga Rd. and Paseo Linares, Moraga",1
"268","MVZ:Bird:180654","13938","4-Oct-03","Wilfred Ave., Santa Rosa",1
"269","MVZ:Bird:180656","13938","23-Jun-03","Arroyo Sausal, 5.25 mi N, 2 mi E Point Reyes Station",1
"270","MVZ:Bird:180657","13938","24-Jun-03","Arroyo Sausal, 5.25 mi N, 2 mi E Point Reyes Station",1
"271","MVZ:Bird:180658","13951","14-Feb-04","Arrowhead Marsh, Oakland",1
"272","MVZ:Bird:180659","13952","20-Apr-04","Junction of Moraga Way and Brookside Rd., Orinda",1
"273","MVZ:Bird:180675","13956","Jun-03","Laurel Glen Rd. (Old San Jose Rd.)",1
"274","MVZ:Bird:181707","14006","31-Jul-04","Point Reyes-Petaluma Rd., 0.25 mi W Novato Blvd.",1
"275","MVZ:Bird:181709","13990","1-May-04","powerline road ca. 0.5 mi W junction with Aliso Canyon Rd., 2 mi S and 5 mi W Mt. Emma",1
"276","MVZ:Bird:181710","13990","2-May-04","Chalfant Valley, ca. 1 mi S Chalfant",1
"277","MVZ:Bird:181711","13990","2-May-04","Chalfant Valley, ca. 1 mi S Chalfant",1
"278","MVZ:Bird:181712","13990","2-May-04","Chalfant Valley, ca. 1 mi S Chalfant",1
"279","MVZ:Bird:181713","13990","2-May-04","Chalfant Valley, ca. 1 mi S Chalfant",1
"280","MVZ:Bird:181714","13990","2-May-04","Chalfant Valley, ca. 1 mi S Chalfant",1
"281","MVZ:Bird:181715","13990","3-May-04","Chalfant Valley, ca. 1 mi S Chalfant",1
"282","MVZ:Bird:181716","13990","3-May-04","Chalfant Valley, ca. 1 mi S Chalfant",1
"283","MVZ:Bird:181717","13990","3-May-04","Chalfant Valley, ca. 1 mi S Chalfant",1
"284","MVZ:Bird:181718","13990","3-May-04","Chalfant Valley, ca. 1 mi S Chalfant",1
"285","MVZ:Bird:181719","13990","3-May-04","Chalfant Valley, ca. 1 mi S Chalfant",1
"286","MVZ:Bird:181720","13990","1-May-04","powerline road ca. 1.5 mi W junction with Aliso Canyon Rd., 2 mi S and 5.5 mi W Mt. Emma",1
"287","MVZ:Bird:181721","13990","29-Apr-04","powerline road ca. 0.5 mi W junction with Aliso Canyon Rd., 2 mi S and 5 mi W Mt. Emma",1
"288","MVZ:Bird:181722","13990","29-Apr-04","powerline road ca. 0.5 mi W junction with Aliso Canyon Rd., 2 mi S and 5 mi W Mt. Emma",1
"289","MVZ:Bird:181723","13990","30-Apr-04","powerline road ca. 0.5 mi W junction with Aliso Canyon Rd., 2 mi S and 5 mi W Mt. Emma",1
"290","MVZ:Bird:181724","13990","30-Apr-04","powerline road ca. 0.5 mi W junction with Aliso Canyon Rd., 2 mi S and 5 mi W Mt. Emma",1
"291","MVZ:Bird:181725","13990","1-May-04","powerline road ca. 0.5 mi W junction with Aliso Canyon Rd., 2 mi S and 5 mi W Mt. Emma",1
"292","MVZ:Bird:181726","13990","1-May-04","powerline road ca. 2 mi W junction with Aliso Canyon Rd., 2.25 mi S and 6 mi W Mt. Emma",1
"293","MVZ:Bird:181727","13993","20-Jun-04","Ellsworth at Ashby, Berkley",1
"294","MVZ:Bird:181731","13997","17-Nov-04","South end of driveway, 2522 Webster Street, Berkeley",1
"295","MVZ:Bird:181732","13998","27-Aug-04","Branscomb Rd., near Branscomb, on the way from Laytonville to Angelo Coast Range Reserve",1
"296","MVZ:Bird:181734","14000","28-Nov-03","2 mi on road to Tamales Point, Point Reyes National Seashore",1
"297","MVZ:Bird:181740","14007","24-Jul-03","intersection of 17 Mile Drive and Sunset Drive, Pacific Grove",1
"298","MVZ:Bird:181741","14008","28-Jun-02","Kern Delta Canal NW of Old River/White Lane, Bakersfield",1
"299","MVZ:Bird:181745","13969","Sep-04","Claremont Canyon off of Stonewall Drive, Oakland",1
"300","MVZ:Bird:181754","14015","24-Mar-04","Marina State Beach",1
"301","MVZ:Bird:181755","14019","10-Dec-04","California Institute of Technology, Pasadena",1
"302","MVZ:Bird:181756","14038","11-Mar-05","junction of Shattuck Ave. and Addison St., Berkeley",1
"303","MVZ:Bird:181757","14039","9-Mar-05","bike path near the south end of the bridge between Bay Farm Island and Alameda (across the San Leandro Channel)",1
"304","MVZ:Bird:181758","14040","4-Mar-04","South Shore, Alameda",1
"305","MVZ:Bird:181759","14040","4-Mar-04","South Shore, Alameda",1
"306","MVZ:Bird:181762","14034","27-Aug-02","outside Summit Lake Ranger Station, Lassen Volcanic National Park",1
"307","MVZ:Bird:181763","14034","20-Sep-03","Site 5, Lost Creek Campground, Lassen Volcanic National Park",1
"308","MVZ:Bird:181769","14042","Aug-04","Sycamore Grove Park, Livermore",1
"309","MVZ:Bird:181770","14042","Oct-04","Sycamore Grove Park, Livermore",1
"310","MVZ:Bird:181771","14042","Nov-04","Sycamore Grove Park, Livermore",1
"311","MVZ:Bird:181772","14043","16-Mar-05","Webster St., near Summit Hospital, Oakland",1
"312","MVZ:Bird:181774","14044","17-Oct-03","Horseshoe Hill, Bolinas",1
"313","MVZ:Bird:181775","14044","2-Sep-04","Little Mesa, Bolinas",1
"314","MVZ:Bird:181777","14044","10-Mar-04","Big Mesa, Bolinas",1
"315","MVZ:Bird:181778","14044","8-Jul-03","Bolinas Lagoon, near Pine Gulch Creek and Francisco Mesa",1
"316","MVZ:Bird:181781","14044","16-Apr-04","intersection of Parker and Ellsworth Streets, Berkeley",1
"317","MVZ:Bird:181787","13907","16-Oct-03","Windmill Flat, Blue Oak Ranch Reserve, ca. 5 mi E Norman Minetta International Airport",1
"318","MVZ:Bird:181788","13907","17-Mar-04","Blue Oak Ranch Reserve, ca. 5 mi E Norman Minetta International Airport",1
"319","MVZ:Bird:181789","13907","18-Oct-04","White Cabin area, Blue Oak Ranch Reserve",1
"320","MVZ:Bird:181790","13907","8-Jun-04","1 mi W Joseph D. Grant County Park",1
"321","MVZ:Bird:181791","13907","19-Nov-01","White Cabin area, Blue Oak Ranch Reserve",1
"322","MVZ:Bird:181798","14057","12-Nov-04","Rd. 500, Jackson Demonstration State Forest",1
"323","MVZ:Bird:181799","14057","12-Nov-04","Rd. 500, Jackson Demonstration State Forest",1
"324","MVZ:Bird:181800","14057","12-Nov-04","Rd. 500, Jackson Demonstration State Forest",1
"325","MVZ:Bird:181801","14057","12-Nov-04","Rd. 500, Jackson Demonstration State Forest",1
"326","MVZ:Bird:181802","14057","12-Nov-04","Rd. 500, Jackson Demonstration State Forest",1
"327","MVZ:Bird:181821","13559","22-Aug-01","Alameda Estuary, Alameda",1
"328","MVZ:Bird:181823","13559","10-Dec-01","intersection of Gasoline Alley and Bisso Lane, Concord",1
"329","MVZ:Bird:181828","13777","23-Aug-02","Brentwood waste station, Sunset Rd., Brentwood",1
"330","MVZ:Bird:181831","13777","7-Sep-02","Golden Gate Fields shore, Berkeley",1
"331","MVZ:Bird:181834","13777","20-Mar-02","across from Brazilian Room, Tilden Regional Park",1
"332","MVZ:Bird:181835","13777","4-Feb-02","intersection of Tregallas Rd. and Hillcrest Ave., Antioch, Bradford Island",1
"333","MVZ:Bird:181909","14082","22-Apr-04","Ohlone Trail, across street from 942 Masonic Ave., Albany",1
"334","MVZ:Bird:181946","14079","16-May-05","Greenville Rd. at Lawrence Livermore Lab, Livermore",1
"335","MVZ:Bird:181951","14085","2000","southern California",1
"336","MVZ:Bird:181953","14087","8-Jun-05","Strawberry Canyon Rd., just above Swimming Pool, Berkeley",1
"337","MVZ:Bird:181957","14090","20-Nov-04","Pueblo Ridge, Blue Oak Ranch Reserve",1
"338","MVZ:Bird:181958","14090","20-Nov-04","Pueblo Ridge, Blue Oak Ranch Reserve",1
"339","MVZ:Bird:181964","14097","15-Mar-05","intersection of 42nd Street and Broadway, Oakland",1
"340","MVZ:Bird:181967","14100","15-Oct-03","Napa",1
"341","MVZ:Bird:181975","14091","1-Jun-05","Merced Grove, Yosemite National Park",1
"342","MVZ:Bird:181976","14091","14-Jul-05","Bohler Creek",1
"343","MVZ:Bird:181977","14104","21-Jul-05","junction of Rheem Blvd. and Glorietta Blvd., Orinda",1
"344","MVZ:Bird:181978","14111","18-Jul-05","Harrington Flat Rd., very close to Boggs Lake Nature Preserve",1
"345","MVZ:Bird:182333","14177","15-Jun-06","Mouth of Pine Creek, Eagle Lake",1
"346","MVZ:Bird:183068","14392","12-May-07","Martin Luther King Jr. Drive, 100 m east of 25th Ave. junction, Golden Gate Park",1
"347","MVZ:Bird:183069","14392","23-Apr-07","San Francisco Botanical Garden Library courtyard, Golden Gate Park, San Francisco",1
"348","MVZ:Bird:183075","14130","1-Dec-05","Arnold gate across from Marin Rd., 38601 East Carmel Valley Rd., Hastings Natural History Reservation",1
"349","MVZ:Bird:183076","14130","30-Jan-06","Stucco House, Hastings Natural History Reservation",1
"350","MVZ:Bird:183079","14130","14-Oct-04","Finch Creek at Hallisey House, Hastings Natural History Reservation, Carmel Valley",1
"351","MVZ:Bird:183080","14130","26-Nov-05","Carmel Valley Rd. at mile marker 19.5",1
"352","MVZ:Bird:183082","14130","7-Jan-05","on road to office, Hastings Natural History Reservation, Carmel Valley",1
"353","MVZ:Bird:183083","14130","31-Dec-04","Long Field, Hastings Natural History Reservation",1
"354","MVZ:Bird:183084","14130","12-Jan-05","Hastings Lab parking lot, Hastings Natural History Reservation, Carmel Valley",1
"355","MVZ:Bird:183085","14130","18-Dec-04","Carmel Valley Rd. near mile marker 18",1
"356","MVZ:Bird:183087","14130","9-Oct-05","Carmel Valley Rd.",1
"357","MVZ:Bird:183089","14130","27-May-02","School Hill, Hastings Natural History Reservation",1
"358","MVZ:Bird:183090","14130","Jul-01","Hastings Natural History Reservation",1
"359","MVZ:Bird:183091","14130","4-Jun-02","Hastings Natural History Reservation",1
"360","MVZ:Bird:183092","14130","6-Jun-03","Hastings Natural History Reservation",1
"361","MVZ:Bird:183093","14130","before Spring 2005","Hastings Natural History Reservation",1
"362","MVZ:Bird:183095","14130","29-Jun-04","Carmel Valley Rd. at mile marker 24",1
"363","MVZ:Bird:183096","14130","4-Sep-05","Carmel Valley Rd. near mile marker 21.2",1
"364","MVZ:Bird:183098","14130","8-May-04","Carmel Valley Rd. at mile marker 19",1
"365","MVZ:Bird:183099","14130","2-Sep-04","Carmel Valley Rd. near mile marker 18",1
"366","MVZ:Bird:183102","14130","21-Sep-04","Hastings Natural History Reservation",1
"367","MVZ:Bird:183103","14618","20-Jun-05","Carmel Valley Rd.",1
"368","MVZ:Bird:183104","14130","25-May-04","Punchbowl Field, Bulldozer Crossing, Rana Creek Ranch, Carmel Valley Rd.",1
"369","MVZ:Bird:183105","14130","23-Feb-06","Carmel Valley Rd.",1
"370","MVZ:Bird:183106","14130","20-May-03","Hastings Natural History Reservation",1
"371","MVZ:Bird:183107","14130","22-May-05","Watertank Hill [=hill behind Davis' House], Hastings Natural History Reservation",1
"372","MVZ:Bird:183108","14130","16-Mar-04","between entrance gate and turnoff to Robertson House, Hastings Natural History Reservation",1
"373","MVZ:Bird:183109","14130","26-Jan-06","Carmel Valley Rd. just north of junction with Tassajara Rd., Carmel Valley",1
"374","MVZ:Bird:183111","14130","2-May-04","Hallisey House, Hastings Natural History Reservation",1
"375","MVZ:Bird:183112","14130","22-May-05","halfway up Watertank Hill [=hill behind Davis' House], Hastings Natural History Reservation",1
"376","MVZ:Bird:183114","14130","22-Apr-03","Hallisey House, Hastings Natural History Reservation",1
"377","MVZ:Bird:183115","14130","2-Apr-05","Robertson Creek, Hastings Natural History Reservation",1
"378","MVZ:Bird:183116","14130","28-May-05","by Long Field and Western Bluebird box #16 along road to offices, Hastings Natural History Reservation",1
"379","MVZ:Bird:183117","14130","22-Sep-05","ca. 150 m W of main gate of Hastings Natural History Reservation, Carmel Valley Rd.",1
"380","MVZ:Bird:183118","14224","24-Apr-06","barn, Blue Oak Ranch Reserve",1
"381","MVZ:Bird:183119","14224","30-May-06","White Cabin at Blue Oak Ranch Reserve",1
"382","MVZ:Bird:183120","14224","31-May-06","Windmill Meadow (50 m S of windmill), Blue Oak Ranch Reserve",1
"383","MVZ:Bird:183121","14224","15-Feb-06","1 km NW Larsen residence on Alum Rock Falls Rd., above Alum Rock Park",1
"384","MVZ:Bird:183122","14224","22-Feb-06","picnic area at Big Lake, Blue Oak Ranch Reserve",1
"385","MVZ:Bird:183125","14260","12-May-05","near Redwood Rd. and Browns Valley Rd., Napa",1
"386","MVZ:Bird:183133","14377","18-May-07","Pomponio Beach, near Ano Nuevo",1
"387","MVZ:Bird:183140","14233","31-Aug-05","junction of Bancroft and Oxford Streets, Berkeley",1
"388","MVZ:Bird:183153","14281","16-Feb-07","corner of Virginia Street and La Loma Ave., Berkeley",1
"389","MVZ:Bird:183155","14325","23-Apr-07","Albany Bulb (at waterfront), Albany",1
"390","MVZ:Bird:183161","13856","25-Mar-04","Hastings Natural History Reservation (near offices), Carmel Valley",1
"391","MVZ:Bird:183162","13856","12-Apr-06","near Robertson house, Hastings Natural History Reservation, Carmel Valley",1
"392","MVZ:Bird:183163","13856","Jul-03","Robertson House, Hastings Natural History Reservation, Carmel Valley",1
"393","MVZ:Bird:183164","13856","9-Jun-04","near Robertson House, Hastings Natural History Reservation, Carmel Valley",1
"394","MVZ:Bird:183165","13856","9-Jun-04","near Robertson House, Hastings Natural History Reservation, Carmel Valley",1
"395","MVZ:Bird:183171","13975","2004","near junction of Terrace Ave. and Overlook Drive, ca. 0.5 km ENE Duxbury Reef, Bolinas",1
"396","MVZ:Bird:183177","13975","2004","near junction of Terrace Ave. and Overlook Drive, ca. 0.5 km ENE Duxbury Reef, Bolinas",1
"397","MVZ:Bird:183178","13975","2004","near junction of Terrace Ave. and Overlook Drive, ca. 0.5 km ENE Duxbury Reef, Bolinas",1
"398","MVZ:Bird:183179","13975","2004","near junction of Terrace Ave. and Overlook Drive, ca. 0.5 km ENE Duxbury Reef, Bolinas",1
"399","MVZ:Bird:183181","14326","30-Apr-07","South Brewer Rd. at Pleasant Grove Creek",1
"400","MVZ:Bird:183397","14407","21-Jul-05","Mark Stromberg's picnic table, Hastings Natural History Reservation, Carmel Valley",1
"401","MVZ:Bird:183398","14407","21-Jul-05","Mark Stromberg's picnic table, Hastings Natural History Reservation, Carmel Valley",1
"402","MVZ:Bird:183399","14407","21-Jul-05","Mark Stromberg's picnic table, Hastings Natural History Reservation, Carmel Valley",1
"403","MVZ:Bird:183408","13919","19-Sep-01","Olema Pasture near creek across from Olema Seashore Lodge, Olema",1
"404","MVZ:Bird:183413","14375","Winter 2006","East Ridge Trail, near Skyline Gate Staging Area at Skyline Blvd., Redwood Regional Park",1
"405","MVZ:Bird:183431","14353","1-Sep-07","W of pier at Capitola Beach",1
"406","MVZ:Bird:183432","14353","1-Sep-07","W of pier at Capitola Beach",1
"407","MVZ:Bird:183434","14509","2-Jan-08","Vasco Rd.",1
"408","MVZ:Bird:183543","14594","28-Feb-09","along shoreline S of intersection of Powell Street and Captain Drive, Emeryville Crescent, Emeryville",1
"409","MVZ:Bird:183569","14311","1-Nov-06","barn, Blue Oak Ranch Reserve",1
"410","MVZ:Bird:183570","14311","1-Nov-06","barn, Blue Oak Ranch Reserve",1
"411","MVZ:Bird:183589","14595","17-Mar-09","intersection of College Ave. and Ashby Ave., Berkeley",1
"412","MVZ:Bird:184029","14059","27-May-04","Kingsly Drive, Pittsburg",1
"413","MVZ:Bird:184097","14059","17-Jun-04","Sand Mound Blvd., Bethel Island",1
"414","MVZ:Bird:185300","14366","24-Jan-07","Big Lake, Blue Oak Ranch Reserve",1
"415","MVZ:Bird:185864","14283","13-Nov-05","Carmel Valley Rd. (E of mile marker 20.6 near Rana Creek Ranch entrance with archway), Carmel Valley",1
"416","MVZ:Bird:185865","14283","14-Apr-07","behind Francis Hastings Arnold Conference Room, Hastings Natural History Reservation",1
"417","MVZ:Bird:185866","14283","16-Feb-07","Martin Rd., Hastings Natural History Reservation",1
"418","MVZ:Bird:185867","14283","3-Feb-07","Cachagua Creek at crossing with Boronda Creek, Hastings Natural History Reservation",1
"419","MVZ:Bird:185868","14283","3-Feb-07","Cachagua Creek at crossing with Boronda Creek, Hastings Natural History Reservation",1
"420","MVZ:Bird:185869","14283","2-Feb-07","Hallisey House, Hastings Natural History Reservation",1
"421","MVZ:Bird:185870","14283","3-Feb-07","Hallisey House, Hastings Natural History Reservation",1
"422","MVZ:Bird:185871","14283","3-Feb-07","Hallisey House, Hastings Natural History Reservation",1
"423","MVZ:Bird:185872","14283","29-Jan-07","Hallisey House, Hastings Natural History Reservation",1
"424","MVZ:Bird:185873","14283","3-Feb-07","Hallisey House, Hastings Natural History Reservation",1
"425","MVZ:Bird:185874","14283","3-Feb-07","Hallisey House, Hastings Natural History Reservation",1
"426","MVZ:Bird:185875","14283","28-Jan-07","Hallisey House, Hastings Natural History Reservation",1
"427","MVZ:Bird:185876","14283","1-Feb-07","Carmel Valley Rd. at mile marker 26",1
"428","MVZ:Bird:185877","14283","1-Feb-07","Carmel Valley Rd. at mile marker 26",1
"429","MVZ:Bird:185878","14283","1-Feb-07","Carmel Valley Rd. at mile marker 26",1
"430","MVZ:Bird:185879","14283","1-Feb-07","Carmel Valley Rd. at mile marker 26",1
"431","MVZ:Bird:185880","14283","15-Feb-07","Martin Rd. at mailboxes, Hastings Natural History Reservation",1
"432","MVZ:Bird:185881","14283","24-Jan-07","Hastings Entry Lane at Big Creek crossing, Hastings Natural History Reservation",1
"433","MVZ:Bird:185882","14283","6-Feb-07","Hastings Entry Lane at Big Creek crossing, Hastings Natural History Reservation",1
"434","MVZ:Bird:185883","14283","7-Feb-07","Hastings Entry Lane at Big Creek crossing, Hastings Natural History Reservation",1
"435","MVZ:Bird:185884","14283","3-22 Feb 2007","Lower Barn, 2.5 mi E Jamesburg, Hastings Natural History Reservation",1
"436","MVZ:Bird:185885","14283","24-Jan-07","School House, Hastings Natural History Reservation",1
"437","MVZ:Bird:185886","14283","29-Jan-07","Ranch House, Hastings Natural History Reservation",1
"438","MVZ:Bird:185888","14283","22-Feb-07","junction of Robertson Rd. and Martin Rd., Hastings Natural History Reservation",1
"439","MVZ:Bird:185889","14283","1-Feb-07","junction of Robertson Rd. and Martin Rd., Hastings Natural History Reservation",1
"440","MVZ:Bird:185890","14283","24-Feb-07","junction of Robertson Rd. and Martin Rd., Hastings Natural History Reservation",1
"441","MVZ:Bird:185891","14283","4-Feb-07","Martin Rd., Hastings Natural History Reservation",1
"442","MVZ:Bird:185892","14283","4-Feb-07","Martin Rd., Hastings Natural History Reservation",1
"443","MVZ:Bird:185893","14283","4-Feb-07","Martin Rd., Hastings Natural History Reservation",1
"444","MVZ:Bird:185894","14283","16-Jan-07","junction of Carmel Valley Rd. and Martin Rd., Hastings Natural History Reservation",1
"445","MVZ:Bird:185895","14283","7-Feb-07","Martin Rd., Hastings Natural History Reservation",1
"446","MVZ:Bird:185896","14283","26-Nov-05","Carmel Valley Rd. at mile marker 21",1
"447","MVZ:Bird:185897","14283","4-Jun-05","Cachagua Rd., Hastings Natural History Reservation",1
"448","MVZ:Bird:185898","14283","4-Jun-05","Cachagua Rd., Hastings Natural History Reservation",1
"449","MVZ:Bird:185899","14283","2-Jun-05","0.5 mi NW of Hastings Entry Gate, Hastings Natural History Reservation",1
"450","MVZ:Bird:185900","14283","5-Mar-07","Robertson Rd., Hastings Natural History Reservation",1
"451","MVZ:Bird:185901","14283","6-Apr-05","behind Red House, Hastings Natural History Reservation",1
"452","MVZ:Bird:187786","14805","11-Mar-11","Alcosta Blvd. at Market Place, San Ramon",1
"453","MVZ:Bird:189574","14875","3-Jan-12","near frontage road, Willows",1
"454","MVZ:Bird:189575","14875","3-Jan-12","near frontage road, Willows",1
"455","MVZ:Bird:189582","14875","2-Sep-12","Little River State Beach, south of Moonstone",1
"456","MVZ:Bird:189583","14875","12-May-12","San Geronimo Valley Dr., just west of junction with Meadow View Lane, San Geronimo",1
"457","MVZ:Bird:189589","14875","1-Aug-12","Alder Springs Rd., Mendocino National Forest",1
"458","MVZ:Bird:189592","14875","1-May-12","Zmudowski State Beach, north of Moss Landing",1
"459","MVZ:Bird:189593","14875","1-May-12","Zmudowski State Beach, north of Moss Landing",1
"460","MVZ:Bird:189594","14875","1-May-12","Zmudowski State Beach, north of Moss Landing",1
"461","MVZ:Bird:189595","14875","1-May-12","Zmudowski State Beach, north of Moss Landing",1
"462","MVZ:Bird:189596","14875","1-May-12","Zmudowski State Beach, north of Moss Landing",1
"463","MVZ:Bird:189597","14875","1-May-12","Zmudowski State Beach, north of Moss Landing",1
"464","MVZ:Bird:189598","14875","21-Dec-11","Moss Landing State Beach",1
"465","MVZ:Bird:189599","14875","21-Dec-11","Moss Landing State Beach",1
"466","MVZ:Bird:189600","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"467","MVZ:Bird:189601","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"468","MVZ:Bird:189602","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"469","MVZ:Bird:189603","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"470","MVZ:Bird:189604","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"471","MVZ:Bird:189605","14875","20-Dec-11","Elkhorn Slough, Moss Landing",1
"472","MVZ:Bird:189606","14875","20-Dec-11","Elkhorn Slough, Moss Landing",1
"473","MVZ:Bird:189607","14875","20-Dec-11","Elkhorn Slough, Moss Landing",1
"474","MVZ:Bird:189608","14875","20-Dec-11","Elkhorn Slough, Moss Landing",1
"475","MVZ:Bird:189609","14875","21-Dec-11","south of junction between Elkhorn Rd. and Walker Valley Rd., east of Moss Landing",1
"476","MVZ:Bird:189613","14875","1-Feb-11","Alder Springs Rd., Mendocino National Forest",1
"477","MVZ:Bird:189620","14875","21-Dec-11","Moss Landing State Beach",1
"478","MVZ:Bird:189621","14875","2-Sep-12","Little River State Beach, south of Moonstone",1
"479","MVZ:Bird:189622","14875","2-Sep-12","Little River State Beach, south of Moonstone",1
"480","MVZ:Bird:189623","14875","2-Sep-12","Clam Beach County Park, Clam Beach",1
"481","MVZ:Bird:189624","14875","2-Sep-12","near Clam Beach",1
"482","MVZ:Bird:189625","14875","14-Aug-12","near mouth of Dead Man's Gulch at Shelter Cove",1
"483","MVZ:Bird:189626","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"484","MVZ:Bird:189627","14875","23-Sep-10","offshore west of Moss Landing",1
"485","MVZ:Bird:189628","14875","1-May-12","Moss Landing State Beach",1
"486","MVZ:Bird:189629","14875","1-May-12","Moss Landing State Beach",1
"487","MVZ:Bird:189630","14875","21-Dec-11","Moss Landing State Beach",1
"488","MVZ:Bird:189631","14875","1-May-12","entrance to Elkhorn Slough, Moss Landing",1
"489","MVZ:Bird:189632","14875","1-May-12","Elkhorn Slough, Moss Landing",1
"490","MVZ:Bird:189634","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"491","MVZ:Bird:189635","14875","14-Aug-12","near mouth of Dead Man's Gulch at Shelter Cove",1
"492","MVZ:Bird:189637","14875","2-Sep-12","Little River State Beach, south of Moonstone",1
"493","MVZ:Bird:189639","14875","23-Sep-10","offshore west of Moss Landing",1
"494","MVZ:Bird:189640","14875","21-Dec-11","Moss Landing State Beach",1
"495","MVZ:Bird:189641","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"496","MVZ:Bird:189642","14875","14-Jun-11","Pillar Point Harbor Blvd., Half Moon Bay",1
"497","MVZ:Bird:189643","14875","14-Aug-12","near mouth of Dead Man's Gulch at Shelter Cove",1
"498","MVZ:Bird:189645","14875","21-Dec-11","Moss Landing State Beach",1
"499","MVZ:Bird:189646","14875","1-Sep-12","sand dunes near mouth of Mad River, McKinleyville",1
"500","MVZ:Bird:189647","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"501","MVZ:Bird:189648","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"502","MVZ:Bird:189649","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"503","MVZ:Bird:189650","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"504","MVZ:Bird:189651","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"505","MVZ:Bird:189652","14875","3-Jun-12","south end of Point Reyes Beach, Point Reyes",1
"506","MVZ:Bird:189654","14875","21-Dec-11","Moss Landing State Beach",1
"507","MVZ:Bird:189655","14875","1-May-12","Moss Landing State Beach",1
"508","MVZ:Bird:189656","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"509","MVZ:Bird:189657","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"510","MVZ:Bird:189658","14875","19-Dec-11","entrance to Elkhorn Slough, Moss Landing",1
"511","MVZ:Bird:189660","14875","3-Nov-10","Elk Mountain Rd., Upper Lake",1
"512","MVZ:Bird:189662","14875","11-Mar-12","Sir Francis Drake Blvd. near Lagunitas",1
"513","MVZ:Bird:189668","14875","11-Jun-12","Maxwell Colusa Rd., Maxwell",1
"514","MVZ:Bird:189676","14875","12-Nov-11","Mendocino Pass Rd., Mendocino National Forest",1
"515","MVZ:Bird:189680","14875","29-May-11","Road 308, west of Elk Creek Fire Station",1
"516","MVZ:Bird:189683","14875","14-Sep-12","Mendocino Pass Rd. at east end of Williams Valley, Mendocino National Forest",1
"517","MVZ:Bird:189684","14875","21-Aug-12","Mendocino Pass Rd. near Eel River Campground, Mendocino National Forest",1
"518","MVZ:Bird:189689","14875","8-Aug-12","Mendocino Pass Rd. near junction with Bauer Drewry Rd., northeast of Covelo",1
"519","MVZ:Bird:189691","14875","15-Jun-12","Center Blvd., San Anselmo",1
"520","MVZ:Bird:189692","14875","7-Jun-12","Sir Francis Drake Blvd., Fairfax",1
"521","MVZ:Bird:189700","14875","10-Jan-10","Mendocino Pass Rd. near Eel River Campground, Mendocino National Forest",1
"522","MVZ:Bird:189702","14875","20-Mar-12","Butterfield Rd. near junction with Van Winkle Drive, San Anselmo",1
"523","MVZ:Bird:189706","14875","11-Aug-12","Alder Springs Rd. near junction with Cold Creek Rd., Mendocino National Forest",1
"524","MVZ:Bird:189708","14875","4-Apr-11","Eel River Rd. near junction with Gibson Lane, Potter Valley",1
"525","MVZ:Bird:189710","14875","3-Mar-12","Short Creek, northwest end of Williams Valley",1
"526","MVZ:Bird:189711","14875","30-Nov-11","near Hill Rd., east side of Round Valley near Covelo",1
"527","MVZ:Bird:189712","14875","30-Nov-11","near Hill Rd., east side of Round Valley near Covelo",1
"528","MVZ:Bird:191419","14345","17-Jul-07","NW shore Butte Lake, Lassen Volcanic National Park",1
"529","MVZObs:Bird:4752","15408","4-May-18","Valley View Drive, Stanislaus National Forest",1
"530","MVZObs:Bird:4753","15408","5-May-18","Valley View Drive, Stanislaus National Forest",1
"531","MVZObs:Bird:4754","15408","5-May-18","Valley View Drive, Stanislaus National Forest",1
"532","MVZObs:Bird:4755","15408","5-May-18","Valley View Drive, Stanislaus National Forest",1
"533","MVZObs:Bird:4756","15408","6-May-18","Valley View Drive, Stanislaus National Forest",1
"534","MVZObs:Bird:4757","15408","6-May-18","Valley View Drive, Stanislaus National Forest",1
